URL,Title,CapturedUtc,HttpStatus,IsBlocked,BlockReason
"https://www.velveteen.fm/guides/release-metadata","Music Metadata 101: Get Your Release Right the First Time","2026-06-14T13:19:42.7190742-06:00",200,False,""
"https://en.wikipedia.org/wiki/Strophic_form","Strophic form - Wikipedia","2026-06-14T13:19:42.4280937-06:00",200,False,""
"http://arxiv.org/abs/1710.05839v2","Search for High-energy Neutrinos from Binary Neutron Star Merger GW170817 with ANTARES, IceCube, and the Pierre Auger Observatory","2026-06-14T13:17:50.6710185-06:00",200,False,""
"http://arxiv.org/abs/2508.18081v2","GWTC-4.0: Methods for Identifying and Characterizing Gravitational-wave Transients","2026-06-14T13:17:48.9023170-06:00",200,False,""
"http://arxiv.org/abs/2601.07595v3","Deep Search for Joint Sources of Gravitational Waves and High-Energy Neutrinos with IceCube During the Third Observing Run of LIGO and Virgo","2026-06-14T13:17:46.9228348-06:00",200,False,""
"http://arxiv.org/abs/0901.0512v4","Expected Performance of the ATLAS Experiment - Detector, Trigger and Physics","2026-06-14T13:17:44.8938428-06:00",200,False,""
"http://arxiv.org/abs/1411.4413v2","Observation of the rare $B^0_s\toμ^+μ^-$ decay from the combined analysis of CMS and LHCb data","2026-06-14T13:17:42.8024647-06:00",200,False,""
"https://doi.org/10.1177/1099636211406426","Optimization for sandwich damping composite structure: Used in sprockets of crawler vehicles","2026-06-14T13:17:42.6817775-06:00",200,False,""
"https://doi.org/10.1177/10996362251359943","The efficacy analysis of repairing methods on carbon fibre-reinforced sandwich structures","2026-06-14T13:17:42.5572081-06:00",200,False,""
"https://doi.org/10.2139/ssrn.6572678","A novel sandwich-structured composite separator for fast Li+ transport and ultrastable lithium metal interfaces","2026-06-14T13:17:42.4284872-06:00",200,False,""
"https://doi.org/10.2307/j.ctv102bf89.20","APPENDIX","2026-06-14T13:17:42.3760239-06:00",200,False,""
"https://doi.org/10.2139/ssrn.5290817","In Situ Construction of a Novel Sandwich-Structured Organic Electrode with Nanomesh Metal-Based Sei for Dual-Ion Batteries","2026-06-14T13:17:42.3085740-06:00",200,False,""
"https://skepticcynic.wordpress.com/","Skeptic Cynic | Light reading on heavy metal","2026-06-14T12:06:20.8960410-06:00",200,False,""
