URL,Title,CapturedUtc,HttpStatus,IsBlocked,BlockReason
"https://openaccess.city.ac.uk/id/eprint/3006/1/Mayor%2C_Charlie.pdf","[PDF] Mayor%2C_Charlie.pdf","2026-06-14T13:47:34.3023020-06:00",200,False,""
"http://arxiv.org/abs/1710.05839v2","Search for High-energy Neutrinos from Binary Neutron Star Merger GW170817 with ANTARES, IceCube, and the Pierre Auger Observatory","2026-06-14T13:47:08.9260086-06:00",200,False,""
"http://arxiv.org/abs/2508.18081v2","GWTC-4.0: Methods for Identifying and Characterizing Gravitational-wave Transients","2026-06-14T13:47:07.2088504-06:00",200,False,""
"http://arxiv.org/abs/2601.07595v3","Deep Search for Joint Sources of Gravitational Waves and High-Energy Neutrinos with IceCube During the Third Observing Run of LIGO and Virgo","2026-06-14T13:47:05.4121513-06:00",200,False,""
"http://arxiv.org/abs/0901.0512v4","Expected Performance of the ATLAS Experiment - Detector, Trigger and Physics","2026-06-14T13:47:03.4388021-06:00",200,False,""
"http://arxiv.org/abs/1411.4413v2","Observation of the rare $B^0_s\toμ^+μ^-$ decay from the combined analysis of CMS and LHCb data","2026-06-14T13:47:01.4237807-06:00",200,False,""
"https://doi.org/10.1017/cbo9781139839433.008","EXTRACT FROM LIEUTENANT MALDEN'S OFFICIAL ACCOUNT OF THE SANDWICH ISLANDS","2026-06-14T13:47:01.3498860-06:00",200,False,""
"https://doi.org/10.1093/9780197610145.003.2986","AOAC Official Method 2018.15Gluten from Wheat, Rye, and Barley in Oats and Oat Products","2026-06-14T13:47:01.2919973-06:00",200,False,""
"https://doi.org/10.1007/978-94-015-9091-4_1","Classification of Structural Sandwich Panel Behaviour","2026-06-14T13:47:01.2337802-06:00",200,False,""
"https://doi.org/10.1093/9780197610145.003.2969","AOAC Official Method 2014.03Gluten in Rice Flour and Rice-Based Food Products","2026-06-14T13:47:01.1761042-06:00",200,False,""
"https://doi.org/10.1007/1-4020-3848-8_50","Repair Classification for Sandwich Panels with Hail Damage","2026-06-14T13:47:01.0847245-06:00",200,False,""
"https://revelator.com/blog/musicmetadata101","Music Metadata 101:  Why Music Metadata Matters","2026-06-14T13:25:48.7276356-06:00",200,False,""
"https://psychostick.com/gear","Psychostick - Contact Psychostick","2026-06-14T13:25:48.5809322-06:00",200,False,""
"https://www.velveteen.fm/guides/release-metadata","Music Metadata 101: Get Your Release Right the First Time","2026-06-14T13:19:42.7190742-06:00",200,False,""
