URL,Title,CapturedUtc,HttpStatus,IsBlocked,BlockReason
"https://filmfreedonia.com/","film freedonia | Film essays and commentary by Roderick Heath","2026-06-14T12:07:40.8445126-06:00",200,False,""
"https://skepticcynic.wordpress.com/","Skeptic Cynic | Light reading on heavy metal","2026-06-14T12:06:20.8960410-06:00",200,False,""
"http://arxiv.org/abs/0912.3772v2","VERITAS Observations of Mkn 501 in 2009","2026-06-14T12:05:26.9627172-06:00",200,False,""
"http://arxiv.org/abs/0902.2759v1","Galactic Dynamics and Local Dark Matter","2026-06-14T12:05:26.2782225-06:00",200,False,""
"http://arxiv.org/abs/0908.0527v1","Photon 2009 - Experimental Summary","2026-06-14T12:05:26.0729005-06:00",200,False,""
"http://arxiv.org/abs/2012.05168v1","SongMASS: Automatic Song Writing with Pre-training and Alignment Constraint","2026-06-14T12:05:25.5201549-06:00",200,False,""
"http://arxiv.org/abs/2210.09434v1","Modelling Emotion Dynamics in Song Lyrics with State Space Models","2026-06-14T12:05:25.1362034-06:00",200,False,""
"https://doi.org/10.4028/www.scientific.net/amm.364.149","Finite Element Analysis of Bullet Penetration Circular Sandwich Plate","2026-06-14T12:05:24.7773797-06:00",200,False,""
"https://doi.org/10.1177/10996362251359943","The efficacy analysis of repairing methods on carbon fibre-reinforced sandwich structures","2026-06-14T12:05:24.2421286-06:00",200,False,""
"https://doi.org/10.1002/jccs.200900099","Half‐Sandwich and Triangular‐Sandwich Supramolecular Solid State Structures of C<sub>60</sub> with Ir(ttp)Me","2026-06-14T12:05:24.0126198-06:00",200,False,""
"https://doi.org/10.2139/ssrn.6572678","A novel sandwich-structured composite separator for fast Li+ transport and ultrastable lithium metal interfaces","2026-06-14T12:05:23.4351491-06:00",200,False,""
"https://doi.org/10.2139/ssrn.5290817","In Situ Construction of a Novel Sandwich-Structured Organic Electrode with Nanomesh Metal-Based Sei for Dual-Ion Batteries","2026-06-14T12:05:20.9921682-06:00",200,False,""
